"Country","Indicator","Note","Year_2000","Year_2005","Year_2010","Year2015"
"Cuba","Population (in thousands)","","11150.736","11284.253","11333.051","11461.432"
"Cuba","Female Population 15-49","","3846.176","3787.223","3669.18","3401.303"
"Dominica","Current Health Expenditure (CHE) per Capita in PPP","","329.89747185","405.97406624","559.54218272","577.61884232"
"Dominica","Gross Domestic Product ","in million current PPP","448.12850334","546.72493438","713.65231822","774.67860528"
"Dominica","Purchasing Power Parity (NCU per Int$)","","2.0083525","1.79797909","1.86785633","1.86528967"
"Dominica","Population (in thousands)","","69.676","70.627","71.44","73.162"
"Dominican Republic","Current Health Expenditure (CHE) per Capita in PPP","","312.27895952","361.4879983","608.39224155","860.58145566"
"Dominican Republic","Gross Domestic Product ","in million current PPP","54745.62147567","76694.60421178","107873.37368622","149912.35786708"
"Dominican Republic","Purchasing Power Parity (NCU per Int$)","","7.18419098","14.12674348","18.37489579","20.46621802"
"Dominican Republic","Population (in thousands)","","8562.622","9237.566","9897.985","10528.394"
"Dominican Republic","Female Population 15-49","","3191.933","3408.657","3601.362","3765.9"
"Ecuador","Current Health Expenditure (CHE) per Capita in PPP","","194.13549033","427.54486997","652.59276913","983.06236249"
"Ecuador","Gross Domestic Product ","in million current PPP","73950.05773425","105270.58232383","136848.21916208","184793.62326694"
"Ecuador","Purchasing Power Parity (NCU per Int$)","","0.24772124","0.39428869","0.50826383","0.53730209"
"Ecuador","Population (in thousands)","","12628.596","13735.233","14934.69","16144.368"
"Ecuador","Female Population 15-49","","4672.091","5037.075","5393.863","5732.813"
"El Salvador","Current Health Expenditure (CHE) per Capita in PPP","","409.77975194","445.33043218","494.54908264","573.41805151"
"El Salvador","Gross Domestic Product ","in million current PPP","29596.85140339","37343.64152411","44089.98894786","52733.93853618"
"El Salvador","Purchasing Power Parity (NCU per Int$)","","0.44376342","0.45774861","0.48577921","0.4940272"
"El Salvador","Population (in thousands)","","5867.626","6028.961","6164.626","6312.478"
"El Salvador","Female Population 15-49","","2197.357","2292.207","2337.431","2361.883"
"Grenada","Current Health Expenditure (CHE) per Capita in PPP","","390.19691395","558.06384956","667.11280404","660.79867575"
"Grenada","Gross Domestic Product ","in million current PPP","777.32358852","1089.95699629","1146.55195728","1451.28673848"
"Grenada","Purchasing Power Parity (NCU per Int$)","","1.8061976","1.72208629","1.81587933","1.85490567"
"Grenada","Population (in thousands)","","101.619","102.949","104.677","106.823"
"Grenada","Female Population 15-49","","37.141","38.027","37.753","37.104"
"Guatemala","Current Health Expenditure (CHE) per Capita in PPP","","244.76339168","353.71647486","399.78223953","428.35127036"
"Guatemala","Gross Domestic Product ","in million current PPP","49952.89092749","73102.1666977","96242.21218798","126212.36623763"
"Guatemala","Purchasing Power Parity (NCU per Int$)","","2.67105662","2.84162576","3.46098653","3.86751326"
"Guatemala","Population (in thousands)","","11650.743","13096.028","14630.417","16252.429"
"Guatemala","Female Population 15-49","","4361.957","4929.655","5576.169","6191.712"
"Guyana","Current Health Expenditure (CHE) per Capita in PPP","","157.03732424","224.23287579","264.51413601","333.99140653"
"Guyana","Gross Domestic Product ","in million current PPP","4259.91507403","4997.41061622","4251.21567783","5764.38571697"
"Guyana","Purchasing Power Parity (NCU per Int$)","","48.15307264","52.47717671","108.22127948","114.04320118"
"Guyana","Population (in thousands)","","753.301","750.946","746.556","768.514"
"Guyana","Female Population 15-49","","287.206","284.007","276.524","275.7"
"Haiti","Current Health Expenditure (CHE) per Capita in PPP","","95.24477033","76.62179","119.874586","94.46340136"
"Haiti","Gross Domestic Product ","in million current PPP","11786.71405815","12883.15116221","14715.92284731","18833.62765637"
"Haiti","Purchasing Power Parity (NCU per Int$)","","6.58198711","13.04300461","18.14035061","22.49402015"
"Haiti","Population (in thousands)","","8549.2","9263.404","9999.617","10711.061"
"Haiti","Female Population 15-49","","3193.03","3484.491","3765.66","4022.071"
"Honduras","Current Health Expenditure (CHE) per Capita in PPP","","169.49087892","252.74155131","335.71941169","356.43595736"
"Honduras","Gross Domestic Product ","in million current PPP","17212.80279408","24272.77807364","31884.66349252","41404.90545333"
"Honduras","Purchasing Power Parity (NCU per Int$)","","6.19620182","7.57008528","9.38651901","11.11957617"
"Honduras","Population (in thousands)","","6524.283","7373.43","8194.778","8960.829"
"Honduras","Female Population 15-49","","2453.389","2789.269","3119.807","3410.939"
"Jamaica","Current Health Expenditure (CHE) per Capita in PPP","","364.94143496","332.33500846","391.65198652","487.78067423"
"Jamaica","Gross Domestic Product ","in million current PPP","16123.42235995","19681.70272028","22070.78653906","24757.09499218"
"Jamaica","Purchasing Power Parity (NCU per Int$)","","23.03115255","34.07001973","52.22677488","66.98738283"
"Jamaica","Population (in thousands)","","2656.864","2744.673","2817.21","2871.934"
"Jamaica","Female Population 15-49","","962.179","997.271","1006.987","1001.026"
"Mexico","Current Health Expenditure (CHE) per Capita in PPP","","480.46358156","721.914257","854.56891529","974.49879394"
"Mexico","Gross Domestic Product ","in million current PPP","1098476.68399905","1341775.40030942","1743188.04146234","2170274.47401389"
"Mexico","Purchasing Power Parity (NCU per Int$)","","6.093605","7.126862","7.667777","8.5411"
"Mexico","Population (in thousands)","","101719.673","108472.228","117318.941","125890.949"
"Mexico","Female Population 15-49","","38266.255","40503.624","43370.085","45658.956"
"Nicaragua","Current Health Expenditure (CHE) per Capita in PPP","","142.86431192","185.19014603","256.63322508","418.15706179"
"Nicaragua","Gross Domestic Product ","in million current PPP","13770.34754652","18067.28643009","22648.07976986","32129.5947936"
"Nicaragua","Purchasing Power Parity (NCU per Int$)","","4.70663502","5.85461466","8.25911079","10.8144221"
"Nicaragua","Population (in thousands)","","5026.796","5379.328","5737.723","6082.035"
"Nicaragua","Female Population 15-49","","1939.514","2073.676","2181.66","2279.46"
"Panama","Current Health Expenditure (CHE) per Capita in PPP","","589.69388569","655.32929243","1103.03812045","1558.53134729"
"Panama","Gross Domestic Product ","in million current PPP","25392.03336923","35221.85866742","57386.17670736","91044.65613327"
"Panama","Purchasing Power Parity (NCU per Int$)","","0.48456143","0.46488177","0.52538785","0.59658636"
"Panama","Population (in thousands)","","3030.347","3330.465","3643.222","3969.249"
"Panama","Female Population 15-49","","1105.365","1202.705","1292.628","1376.428"
"Paraguay","Current Health Expenditure (CHE) per Capita in PPP","","277.57478674","271.42390603","444.65776864","719.39458703"
"Paraguay","Gross Domestic Product ","in million current PPP","25574.80962514","31579.53223486","44351.2957376","61077.69962182"
"Paraguay","Purchasing Power Parity (NCU per Int$)","","1117.27521803","1708.77537383","2140.50691014","2324.96280769"
"Paraguay","Population (in thousands)","","5302.7","5795.494","6209.877","6639.119"
"Paraguay","Female Population 15-49","","1936.524","2126.707","2251.84","2385.196"
"Peru","Current Health Expenditure (CHE) per Capita in PPP","","235.07482112","303.21295513","463.62205244","652.51139783"
"Peru","Gross Domestic Product ","in million current PPP","132824.93480534","183993.74461182","287479.31549254","399792.06821495"
"Peru","Purchasing Power Parity (NCU per Int$)","","1.33949247","1.34289348","1.45451856","1.53246412"
"Peru","Population (in thousands)","","25914.879","27610.41","29373.646","31376.671"
"Peru","Female Population 15-49","","9657.98","10160.309","10640.1","11115.334"
"Saint Kitts and Nevis","Current Health Expenditure (CHE) per Capita in PPP","","769.26679916","938.16781945","1208.3939821","1323.09994742"
"Saint Kitts and Nevis","Gross Domestic Product ","in million current PPP","725.36283541","958.04012185","1079.52780411","1394.08590812"
"Saint Kitts and Nevis","Purchasing Power Parity (NCU per Int$)","","1.56335553","1.53125111","1.7637341","1.69716944"
"Saint Kitts and Nevis","Population (in thousands)","","45.374","48.611","51.445","54.288"
"Saint Lucia","Current Health Expenditure (CHE) per Capita in PPP","","473.1588436","564.41502038","658.0383538","675.11910946"
"Saint Lucia","Gross Domestic Product ","in million current PPP","1392.34628423","1700.29634144","1994.81530873","2219.47569915"
"Saint Lucia","Purchasing Power Parity (NCU per Int$)","","1.61669552","1.61266006","1.87034859","1.9738896"
"Saint Lucia","Population (in thousands)","","156.949","163.714","172.58","177.206"
"Saint Lucia","Female Population 15-49","","58.738","62.838","63.054","62.155"
"Saint Vincent and the Grenadines","Current Health Expenditure (CHE) per Capita in PPP","","221.03305139","276.86023172","364.02054631","390.07534847"
"Saint Vincent and the Grenadines","Gross Domestic Product ","in million current PPP","646.13816084","902.27845029","1061.81607374","1217.67576225"
"Saint Vincent and the Grenadines","Purchasing Power Parity (NCU per Int$)","","1.65599258","1.64805","1.73193837","1.67450159"
"Saint Vincent and the Grenadines","Population (in thousands)","","107.898","108.744","109.315","109.455"
"Saint Vincent and the Grenadines","Female Population 15-49","","39.4","39.637","39.024","37.592"
"Suriname","Current Health Expenditure (CHE) per Capita in PPP","","690.74548784","872.52057218","772.77934701","1054.42691672"
"Suriname","Gross Domestic Product ","in million current PPP","5179.25257012","6736.3840121","7325.66374069","8698.99629218"
"Suriname","Purchasing Power Parity (NCU per Int$)","","0.32321266","0.90642101","1.63712128","1.89573595"
"Suriname","Population (in thousands)","","472.39","498.946","526.103","553.208"
"Suriname","Female Population 15-49","","171.14","180.277","187.974","190.918"
"Trinidad and Tobago","Current Health Expenditure (CHE) per Capita in PPP","","625.66832611","1055.78643009","1581.64111339","2145.3387462"
"Trinidad and Tobago","Gross Domestic Product ","in million current PPP","18365.15753765","30435.51526924","40565.17884553","46930.16457083"
"Trinidad and Tobago","Purchasing Power Parity (NCU per Int$)","","2.7894125","3.2988763","3.47285539","3.31609747"
"Trinidad and Tobago","Population (in thousands)","","1267.984","1296.934","1328.1","1360.092"
"Trinidad and Tobago","Female Population 15-49","","469.084","464.008","453.987","445.097"
"United States of America","Current Health Expenditure (CHE) per Capita in PPP","","4559.8883773","6451.47125092","7957.72929561","9524.35059046"
"United States of America","Gross Domestic Product ","in million current PPP","10284779","13093726","14964372","18120714"
"United States of America","Purchasing Power Parity (NCU per Int$)","","1","1","1","1"
"United States of America","Population (in thousands)","","281982.778","295129.501","308641.391","319929.162"
"United States of America","Female Population 15-49","","91579.683","92868.168","93357.887","94004.695"
"Uruguay","Current Health Expenditure (CHE) per Capita in PPP","","1021.11949082","973.57928739","1435.08839188","1902.3523785"
"Uruguay","Gross Domestic Product ","in million current PPP","33892.95783764","38422.46929819","56477.1159109","72466.82330274"
"Uruguay","Purchasing Power Parity (NCU per Int$)","","8.14776926","11.06170446","14.30807836","20.08985538"
"Uruguay","Population (in thousands)","","3321.245","3325.612","3374.415","3431.552"
"Uruguay","Female Population 15-49","","1072.749","1067.568","1065.792","1064.818"
"Venezuela (Bolivarian Republic of)","Current Health Expenditure (CHE) per Capita in PPP","","571.55663496","644.74647024","992.24213288","939.99701085"
"Venezuela (Bolivarian Republic of)","Gross Domestic Product ","in million current PPP","279760.88269518","356489.3017688","470552.94884869","570990.60783271"
"Venezuela (Bolivarian Republic of)","Purchasing Power Parity (NCU per Int$)","","0.28472887","0.85300456","2.16093641","10.55241"
"Venezuela (Bolivarian Republic of)","Population (in thousands)","","24488.34","26784.161","29028.033","31155.134"
"Venezuela (Bolivarian Republic of)","Female Population 15-49","","9134.289","9916.295","10576.841","11071.486"
"Afghanistan","Current Health Expenditure (CHE) per Capita in PPP","",,"98.61208341","132.27127854","183.92785762"
"Afghanistan","Gross Domestic Product ","in million current PPP",,"24851.34474328","44457.15178014","61473.21985059"
"Afghanistan","Purchasing Power Parity (NCU per Int$)","","12.8","12.27","16.01","19.97543"
"Afghanistan","Population (in thousands)","","20093.756","25070.798","28803.167","33736.494"
"Afghanistan","Female Population 15-49","","6944.754","8752.366","10260.798","12354.288"
"Bahrain","Current Health Expenditure (CHE) per Capita in PPP","","1269.05683531","1221.82147626","1527.62880208","2326.8212774"
"Bahrain","Gross Domestic Product ","in million current PPP","23683.11327311","34210.82621083","49326.53061224","64161.18421053"
"Bahrain","Purchasing Power Parity (NCU per Int$)","","0.1439","0.1755","0.196","0.1824"
"Bahrain","Population (in thousands)","","664.614","889.168","1240.862","1371.855"
"Bahrain","Female Population 15-49","","223.253","282.218","368.637","402.589"
"Djibouti","Current Health Expenditure (CHE) per Capita in PPP","","70.27892062","91.1160028","108.00459509","146.69876961"
"Djibouti","Gross Domestic Product ","in million current PPP","1222.48042447","1576.37743236","2139.29078449","3099.59328039"
"Djibouti","Purchasing Power Parity (NCU per Int$)","","80.8152","79.8914","91.2896","99.0117"
"Djibouti","Population (in thousands)","","717.584","783.254","851.146","927.414"
"Djibouti","Female Population 15-49","","268.751","295.615","323.375","350.101"
"Egypt","Current Health Expenditure (CHE) per Capita in PPP","","303.10811914","368.74030874","421.76592975","496.97821179"
"Egypt","Gross Domestic Product ","in million current PPP","430458.48227355","575162.9557269","854131.59738566","1008158.13991931"
"Egypt","Purchasing Power Parity (NCU per Int$)","","0.8307584","0.98445144","1.48538118","2.42412366"
"Egypt","Population (in thousands)","","69905.988","76778.149","84107.606","93778.172"
"Egypt","Female Population 15-49","","25619.2","27998.126","30316.087","32859.286"
"Iran","Current Health Expenditure (CHE) per Capita in PPP","","493.04282118","748.95100098","1176.76562166","1329.56422159"
"Iran","Gross Domestic Product ","in million current PPP","688607.66169601","994068.06794453","1299067.01993742","1359626.11571056"
"Iran","Purchasing Power Parity (NCU per Int$)","","932.65805004","2073.05462116","3841.52912237","8185.36263345"
"Iran","Population (in thousands)","","66131.854","70421.811","74567.511","79360.487"
"Iran","Female Population 15-49","","25764.657","27217.239","28168.171","29376.993"
"Iraq","Current Health Expenditure (CHE) per Capita in PPP","",,"281.08360735","402.53823083","493.71787059"
"Iraq","Gross Domestic Product ","in million current PPP","226044.2363004","262015.17158305","383313.65242689","574114.44678797"
"Iraq","Purchasing Power Parity (NCU per Int$)","","220.77190207","280.64634027","422.79883582","365.2424672"
"Iraq","Population (in thousands)","","23565.413","27008.426","30762.701","36115.649"
"Iraq","Female Population 15-49","","8656.968","9913.217","11282.642","13228.244"
"Jordan","Current Health Expenditure (CHE) per Capita in PPP","","552.58048695","694.37562892","778.62224507","568.22455458"
"Jordan","Gross Domestic Product ","in million current PPP","29267.33645723","44768.74123592","66660.7497938","82815.61526247"
"Jordan","Purchasing Power Parity (NCU per Int$)","","0.20497253","0.19935785","0.28145498","0.32164224"
"Jordan","Population (in thousands)","","5103.13","5714.111","7182.39","9159.302"
"Jordan","Female Population 15-49","","1849.831","2104.465","2658.508","3389.549"
"Kuwait","Current Health Expenditure (CHE) per Capita in PPP","","1393.90056582","1978.93381674","2031.4571828","2927.44004659"
"Kuwait","Gross Domestic Product ","in million current PPP","113663.36606431","189487.03903031","220906.68507344","286987.74917872"
"Kuwait","Purchasing Power Parity (NCU per Int$)","","0.10180061","0.12452039","0.14974196","0.12012011"
"Kuwait","Population (in thousands)","","2050.741","2276.623","2998.083","3935.794"
"Kuwait","Female Population 15-49","","676.483","746.928","1019.422","1332.123"
"Lebanon","Current Health Expenditure (CHE) per Capita in PPP","","1061.0244915","832.77637984","1199.78624211","1112.75600796"
"Lebanon","Gross Domestic Product ","in million current PPP","32113.6801292","43968.51816261","69910.2163921","83201.18303267"
"Lebanon","Purchasing Power Parity (NCU per Int$)","","809.65494753","736.80258862","828.45669759","896.13976968"
"Lebanon","Population (in thousands)","","3235.366","3986.852","4337.141","5851.479"
"Lebanon","Female Population 15-49","","1186.537","1430.794","1552.037","2106.533"
"Libya","Current Health Expenditure (CHE) per Capita in PPP","","696.50045321","603.77336088","958.13266687",
"Libya","Gross Domestic Product ","in million current PPP","108900","134634.7826087","164858.49056604","39281.1555157"
"Libya","Purchasing Power Parity (NCU per Int$)","","0.18","0.46","0.53","0.6045647"
"Libya","Population (in thousands)","","5355.751","5792.688","6169.14","6234.955"
"Libya","Female Population 15-49","","2017.852","2210.843","2355.058","2352.024"
"Morocco","Current Health Expenditure (CHE) per Capita in PPP","","142.91985116","230.72663915","375.68082615","426.90963237"
"Morocco","Gross Domestic Product ","in million current PPP","103647.72220301","147795.81962231","207631.23927244","274519.2011611"
"Morocco","Purchasing Power Parity (NCU per Int$)","","3.98365725","3.73942241","3.77893039","3.59909615"
"Morocco","Population (in thousands)","","28849.621","30521.07","32409.639","34803.322"
"Morocco","Female Population 15-49","","10992.979","11519.808","11926.424","12334.204"
"Oman","Current Health Expenditure (CHE) per Capita in PPP","","1067.6679664","955.16447415","1218.87288902","1815.50482881"
"Oman","Gross Domestic Product ","in million current PPP","79041.09589041","92715.28316524","135098.86159377","177098.93048128"
"Oman","Purchasing Power Parity (NCU per Int$)","","0.0949","0.1289","0.1669","0.1496"
"Oman","Population (in thousands)","","2267.991","2511.269","3041.46","4199.81"
"Oman","Female Population 15-49","","770.65","873.202","949.356","1135.122"
"Pakistan","Current Health Expenditure (CHE) per Capita in PPP","","86.16286251","104.2957224","108.98481173","134.36358411"
"Pakistan","Gross Domestic Product ","in million current PPP","413580.49437135","592780.66695447","715833.54680068","946956.31866673"
"Pakistan","Purchasing Power Parity (NCU per Int$)","","9.97077487","11.8177842","20.76878915","28.98024065"
"Pakistan","Population (in thousands)","","138523.285","153909.667","170560.182","189380.513"
"Pakistan","Female Population 15-49","","49507.606","56031.454","61625.54","67817.596"
"Qatar","Current Health Expenditure (CHE) per Capita in PPP","","1724.64095319","2511.7252391","2193.77457229","3952.4761291"
"Qatar","Gross Domestic Product ","in million current PPP","50852.40672234","84555.2254867","218204.93218701","316438.18139786"
"Qatar","Purchasing Power Parity (NCU per Int$)","","1.2712476","1.91698383","2.08723513","1.89387702"
"Qatar","Population (in thousands)","","592.267","864.863","1779.676","2481.539"
"Qatar","Female Population 15-49","","164.313","227.607","351.523","501.058"
"Saudi Arabia","Current Health Expenditure (CHE) per Capita in PPP","","1437.82391044","1386.17276072","1623.38658913","3252.42623398"
"Saudi Arabia","Gross Domestic Product ","in million current PPP","708886.53172246","969305.77012622","1217283.8666803","1711094.68998272"
"Saudi Arabia","Purchasing Power Parity (NCU per Int$)","","1.00253139","1.26974484","1.62291069","1.43388441"
"Saudi Arabia","Population (in thousands)","","20764.312","23905.654","27425.676","31557.144"
"Saudi Arabia","Female Population 15-49","","7287.484","8260.968","9411.645","10638.303"
"Somalia","Population (in thousands)","","9011.479","10409.925","12053.223","13908.129"
"Somalia","Female Population 15-49","","3179.477","3720.917","4354.289","5084.671"
"Sudan","Current Health Expenditure (CHE) per Capita in PPP","","87.26968705","165.58626269","243.64060811","288.41358345"
"Sudan","Gross Domestic Product ","in million current PPP","65937.89583898","125021.04543541","166499.54621853","163801.29823157"
"Sudan","Purchasing Power Parity (NCU per Int$)","","0.51216375","0.68554058","1.03236918","3.30146956"
"Sudan","Population (in thousands)","","27250.535","30911.914","34385.963","38647.803"
"Sudan","Female Population 15-49","","9910.646","11273.615","12643.941","14267.023"
"Syria","Current Health Expenditure (CHE) per Capita in PPP","","144.85441209","171.60566987","169.46498259",
"Syria","Gross Domestic Product ","in million current PPP","54652.6255049","76391.48073022","108713.97975078","153814.79401453"
"Syria","Purchasing Power Parity (NCU per Int$)","","17.33","19.72","25.68","27.13638"
"Syria","Population (in thousands)","","16410.848","18294.611","21018.834","18734.987"
"Syria","Female Population 15-49","","6182.485","6844.082","7957.817","6887.789"
"Tunisia","Current Health Expenditure (CHE) per Capita in PPP","","303.06473575","423.04915017","601.65411038","802.07083072"
"Tunisia","Gross Domestic Product ","in million current PPP","58226.71261868","79184.00252808","108796.84100422","129050.90313909"
"Tunisia","Purchasing Power Parity (NCU per Int$)","","0.50548964","0.52878105","0.57956646","0.65598921"
"Tunisia","Population (in thousands)","","9699.197","10102.482","10639.931","11273.661"
"Tunisia","Female Population 15-49","","3643.998","3745.005","3822.765","3875.386"
"United Arab Emirates","Current Health Expenditure (CHE) per Capita in PPP","","1934.22163089","1907.34543699","2187.48600539","2518.95346763"
"United Arab Emirates","Gross Domestic Product ","in million current PPP","257033.5490054","376468.35915278","466591.30339336","643133.73301811"
"United Arab Emirates","Purchasing Power Parity (NCU per Int$)","","1.48443268","1.76194887","2.28162418","2.04400412"
"United Arab Emirates","Population (in thousands)","","3154.925","4579.562","8270.684","9154.302"
"United Arab Emirates","Female Population 15-49","","844.754","1142.817","1783.074","2034.645"
"Yemen","Current Health Expenditure (CHE) per Capita in PPP","","144.01133964","192.61213034","226.39881625","144.51825361"
"Yemen","Gross Domestic Product ","in million current PPP","55167.74368319","76155.08546503","103589.96363438","69415.97529959"
"Yemen","Purchasing Power Parity (NCU per Int$)","","28.24784731","42.13114568","65.51612494","107.11838259"
"Yemen","Population (in thousands)","","17874.725","20582.927","23606.779","26916.207"
"Yemen","Female Population 15-49","","6481.932","7598.609","8785.2","10055.696"
"Albania","Current Health Expenditure (CHE) per Capita in PPP","","258.28326618","363.84903784","478.31473658","758.23153065"
"Albania","Gross Domestic Product ","in million current PPP","11925.95833753","17663.34973863","28073.79884758","32502.37631111"
"Albania","Purchasing Power Parity (NCU per Int$)","","42.02588889","45.52720814","44.15665321","43.92906495"
"Albania","Population (in thousands)","","3121.97","3079.179","2940.525","2923.352"
"Albania","Female Population 15-49","","1123.317","1096.266","980.064","888.347"
"Andorra","Current Health Expenditure (CHE) per Capita in PPP","","3049.00618151","3741.40393486","3937.48741843","5097.37986813"
"Andorra","Gross Domestic Product ","in million current PPP","2132.78082192","3444.71052632","3518.81944444","3875.45326134"
"Andorra","Purchasing Power Parity (NCU per Int$)","","0.73","0.76","0.72","0.654148"
"Andorra","Population (in thousands)","","65.39","78.867","84.449","78.014"
"Armenia","Current Health Expenditure (CHE) per Capita in PPP","","150.80654603","335.52784961","345.71241815","883.02180722"
"Armenia","Gross Domestic Product ","in million current PPP","7116.03370146","14219.08265238","18896.04699506","25457.85024766"
"Armenia","Purchasing Power Parity (NCU per Int$)","","144.93157892","157.737391","183.11782358","198.11700324"
"Armenia","Population (in thousands)","","3069.588","2981.259","2877.311","2916.95"
"Armenia","Female Population 15-49","","1153.345","1081.736","981.528","942.823"
"Austria","Current Health Expenditure (CHE) per Capita in PPP","","2706.79731239","3381.65980873","4303.68712685","5194.06565217"
"Austria","Gross Domestic Product ","in million current PPP","235342.99429619","288086.85181175","351656.32126945","431124.11114087"
"Austria","Purchasing Power Parity (NCU per Int$)","","0.907639","0.881939","0.841437","0.799058"
"Austria","Population (in thousands)","","8002.186","8201.359","8351.643","8584.926"
"Austria","Female Population 15-49","","2456.078","2496.427","2455.282","2399.994"
"Azerbaijan","Current Health Expenditure (CHE) per Capita in PPP","","134.29593713","521.26452528","769.39243445","1220.14771263"
"Azerbaijan","Gross Domestic Product ","in million current PPP","28445.79884552","60164.83810816","141497.52800003","171584.83235518"
"Azerbaijan","Purchasing Power Parity (NCU per Int$)","","0.16585929","0.20814483","0.30011125","0.31692778"
"Azerbaijan","Population (in thousands)","","8122.741","8538.606","9032.457","9617.484"
"Azerbaijan","Female Population 15-49","","3168.263","3307.068","3334.594","3288.361"
"Belarus","Current Health Expenditure (CHE) per Capita in PPP","","329.38945367","629.44897376","901.52179251","1113.25880532"
"Belarus","Gross Domestic Product ","in million current PPP","59798.46672278","96490.68695082","150968.10611675","174107.6869696"
"Belarus","Purchasing Power Parity (NCU per Int$)","","0.01526795","0.06743656","0.11291789","0.51640454"
"Belarus","Population (in thousands)","","9933.609","9621.543","9473.071","9485.772"
"Belarus","Female Population 15-49","","3291.33","3102.137","2890.062","2749.41"
"Belgium","Current Health Expenditure (CHE) per Capita in PPP","","2225.13044879","2998.06135813","3965.672809","4604.54395382"
"Belgium","Gross Domestic Product ","in million current PPP","286870.94018328","349276.73393228","436815.04718697","512016.37791502"
"Belgium","Purchasing Power Parity (NCU per Int$)","","0.900133","0.891788","0.835824","0.801323"
"Belgium","Population (in thousands)","","10239.085","10445.852","10839.905","11237.274"
"Belgium","Female Population 15-49","","3058.052","3067.19","3099.027","3138.125"
"Bosnia and Herzegovina","Current Health Expenditure (CHE) per Capita in PPP","","350.15407675","569.07631406","839.47090536","1077.5021714"
"Bosnia and Herzegovina","Gross Domestic Product ","in million current PPP","17205.04321114","23772.89829602","34644.88162539","40757.2563058"
"Bosnia and Herzegovina","Purchasing Power Parity (NCU per Int$)","","0.68526419","0.72342883","0.73159436","0.70137204"
"Bosnia and Herzegovina","Population (in thousands)","","3766.706","3781.53","3722.084","3535.961"
"Bosnia and Herzegovina","Female Population 15-49","","1240.617","1211.064","1130.605","1002.753"
"Bulgaria","Current Health Expenditure (CHE) per Capita in PPP","","373.42960001","706.36418008","1058.47456375","1481.01460901"
"Bulgaria","Gross Domestic Product ","in million current PPP","52100.0220132","78208.17560851","110553.83373167","130030.96047955"
"Bulgaria","Purchasing Power Parity (NCU per Int$)","","0.536042","0.59649774","0.67633385","0.68115547"
"Bulgaria","Population (in thousands)","","8190.876","7688.573","7421.766","7202.198"
"Bulgaria","Female Population 15-49","","2391.999","2184.314","1997.715","1894.003"
"Croatia","Current Health Expenditure (CHE) per Capita in PPP","","811.05865504","1056.77300543","1600.18782556","1620.40044384"
"Croatia","Gross Domestic Product ","in million current PPP","47593.87531461","65904.75244208","85048.70068468","95701.76208635"
"Croatia","Purchasing Power Parity (NCU per Int$)","","3.78706081","4.09347566","3.87005442","3.54869328"
"Croatia","Population (in thousands)","","4497.735","4310.861","4302.847","4225.316"
"Croatia","Female Population 15-49","","1341.476","1289.289","1207.539","1144.489"
"Cyprus","Current Health Expenditure (CHE) per Capita in PPP","","1136.59711127","1478.57163835","2114.45632734","2147.98297097"
"Cyprus","Gross Domestic Product ","in million current PPP","14774.50940157","20504.29785427","27589.87545422","26721.6981228"
"Cyprus","Purchasing Power Parity (NCU per Int$)","","0.71711349","0.72288747","0.69951385","0.66395481"
"Cyprus","Population (in thousands)","","690.497","733.067","819.14","847.008"
"Cyprus","Female Population 15-49","","313.135","336.621","365.24","369.838"
"Czech Republic","Current Health Expenditure (CHE) per Capita in PPP","","923.49613358","1402.73720422","1920.94515267","2425.84898192"
"Czech Republic","Gross Domestic Product ","in million current PPP","166011.28969397","224201.37815689","290082.52108269","352963.16429675"
"Czech Republic","Purchasing Power Parity (NCU per Int$)","","14.332718","14.562493","13.659782","13.020574"
"Czech Republic","Population (in thousands)","","10278.098","10198.855","10462.088","10538.275"
"Czech Republic","Female Population 15-49","","3215.138","3041.598","2993.444","2954.969"
"Denmark","Current Health Expenditure (CHE) per Capita in PPP","","2326.69758915","3109.04909824","4457.95257247","5021.7686948"
"Denmark","Gross Domestic Product ","in million current PPP","153020.26332532","185074.44712244","238780.83098334","276642.62992743"
"Denmark","Purchasing Power Parity (NCU per Int$)","","8.671479","8.569438","7.584051","7.327533"
"Denmark","Population (in thousands)","","5330.02","5411.405","5534.738","5659.715"
"Denmark","Female Population 15-49","","1569.215","1572.512","1584.884","1588.275"
"Estonia","Current Health Expenditure (CHE) per Capita in PPP","","485.00341079","816.07170394","1366.38278274","1860.32504763"
"Estonia","Gross Domestic Product ","in million current PPP","13159.25916448","22375.65881493","28763.5092321","37737.67034875"
"Estonia","Purchasing Power Parity (NCU per Int$)","","0.46893","0.503328","0.511639","0.539188"
"Estonia","Population (in thousands)","","1401.25","1358.85","1333.29","1314.87"
"Estonia","Female Population 15-49","","436.667","406.12","376.272","359.28"
"Finland","Current Health Expenditure (CHE) per Capita in PPP","","1824.53097432","2552.57007073","3437.29804457","4097.1309699"
"Finland","Gross Domestic Product ","in million current PPP","138456.50479656","167840.48583657","207964.91161769","230530.39676648"
"Finland","Purchasing Power Parity (NCU per Int$)","","0.984143","0.979424","0.899671","0.909225"
"Finland","Population (in thousands)","","5187.954","5258.927","5365.782","5481.966"
"Finland","Female Population 15-49","","1536.574","1488.223","1455.691","1443.281"
"France","Current Health Expenditure (CHE) per Capita in PPP","","2515.77737384","3135.55589587","4046.62683951","4666.18069528"
"France","Gross Domestic Product ","in million current PPP","1596433.96088514","1933507.04560384","2340503.450182","2696176.74344308"
